cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result
#6,10,3,13,0.0,9,69,0.5982611802834483,"[{'cluster_no': 0, 'count': 19}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 38}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 5, 'count': 49}, {'cluster_no': -1, 'count': 69}]"
#6,10,3,14,0.0,9,69,0.5982611802834483,"[{'cluster_no': 0, 'count': 19}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 38}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 5, 'count': 49}, {'cluster_no': -1, 'count': 69}]"
#6,10,3,15,0.0,9,69,0.5982611802834483,"[{'cluster_no': 0, 'count': 19}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 38}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 5, 'count': 49}, {'cluster_no': -1, 'count': 69}]"
#6,10,4,5,0.0,25,58,0.7731400053007951,"[{'cluster_no': 6, 'count': 5}, {'cluster_no': 9, 'count': 5}, {'cluster_no': 13, 'count': 5}, {'cluster_no': 16, 'count': 5}, {'cluster_no': 23, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 12, 'count': 6}, {'cluster_no': 20, 'count': 7}, {'cluster_no': 22, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 21, 'count': 12}, {'cluster_no': 15, 'count': 15}, {'cluster_no': 18, 'count': 19}, {'cluster_no': 19, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 17, 'count': 26}, {'cluster_no': -1, 'count': 58}]"
#6,10,4,6,0.0,20,52,0.7341857044664889,"[{'cluster_no': 5, 'count': 6}, {'cluster_no': 17, 'count': 7}, {'cluster_no': 4, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 18, 'count': 12}, {'cluster_no': 13, 'count': 15}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 16, 'count': 19}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 14, 'count': 26}, {'cluster_no': 3, 'count': 28}, {'cluster_no': -1, 'count': 52}]"
#6,10,4,7,0.0,19,58,0.7307571796900747,"[{'cluster_no': 16, 'count': 7}, {'cluster_no': 4, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 17, 'count': 12}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 10, 'count': 25}, {'cluster_no': 13, 'count': 26}, {'cluster_no': 3, 'count': 28}, {'cluster_no': -1, 'count': 58}]"
#6,10,4,8,0.0,18,55,0.7255590628217343,"[{'cluster_no': 4, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 16, 'count': 22}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 10, 'count': 25}, {'cluster_no': 13, 'count': 26}, {'cluster_no': 3, 'count': 28}, {'cluster_no': -1, 'count': 55}]"
#6,10,4,9,0.0,15,48,0.7409163480938347,"[{'cluster_no': 2, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 13, 'count': 22}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 9, 'count': 25}, {'cluster_no': 10, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 4, 'count': 43}, {'cluster_no': -1, 'count': 48}]"
#6,10,4,10,0.0,12,42,0.6632877414664677,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 9, 'count': 26}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 42}, {'cluster_no': 4, 'count': 43}, {'cluster_no': 8, 'count': 45}]"
#6,10,4,11,0.0,12,42,0.6632877414664677,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 9, 'count': 26}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 42}, {'cluster_no': 4, 'count': 43}, {'cluster_no': 8, 'count': 45}]"
#6,10,4,12,0.0,10,64,0.6460213193249913,"[{'cluster_no': 4, 'count': 12}, {'cluster_no': 0, 'count': 19}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 7, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 6, 'count': 45}, {'cluster_no': -1, 'count': 64}]"
#6,10,4,13,0.0,9,76,0.6345578711240281,"[{'cluster_no': 0, 'count': 19}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 5, 'count': 45}, {'cluster_no': -1, 'count': 76}]"
#6,10,4,14,0.0,9,76,0.6345578711240281,"[{'cluster_no': 0, 'count': 19}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 5, 'count': 45}, {'cluster_no': -1, 'count': 76}]"
#6,10,4,15,0.0,9,76,0.6345578711240281,"[{'cluster_no': 0, 'count': 19}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 5, 'count': 45}, {'cluster_no': -1, 'count': 76}]"
#6,10,5,5,0.0,20,56,0.7586071067024508,"[{'cluster_no': 3, 'count': 6}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 17, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 18, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 13, 'count': 11}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 14, 'count': 17}, {'cluster_no': 16, 'count': 20}, {'cluster_no': 10, 'count': 24}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 15, 'count': 25}, {'cluster_no': 4, 'count': 27}, {'cluster_no': -1, 'count': 56}]"
#6,10,5,6,0.0,20,56,0.7586071067024508,"[{'cluster_no': 3, 'count': 6}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 17, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 18, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 13, 'count': 11}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 14, 'count': 17}, {'cluster_no': 16, 'count': 20}, {'cluster_no': 10, 'count': 24}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 15, 'count': 25}, {'cluster_no': 4, 'count': 27}, {'cluster_no': -1, 'count': 56}]"
#6,10,5,7,0.0,19,62,0.7555729764033827,"[{'cluster_no': 4, 'count': 8}, {'cluster_no': 16, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 12, 'count': 11}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 11, 'count': 12}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 13, 'count': 17}, {'cluster_no': 15, 'count': 20}, {'cluster_no': 9, 'count': 24}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 14, 'count': 25}, {'cluster_no': 3, 'count': 27}, {'cluster_no': -1, 'count': 62}]"
#6,10,5,8,0.0,17,54,0.6532669219430127,"[{'cluster_no': 4, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 13, 'count': 11}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 15, 'count': 20}, {'cluster_no': 9, 'count': 24}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 14, 'count': 25}, {'cluster_no': 3, 'count': 27}, {'cluster_no': 10, 'count': 43}, {'cluster_no': -1, 'count': 54}]"
#6,10,5,9,0.0,17,58,0.769711511935476,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 6, 'count': 12}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 9, 'count': 15}, {'cluster_no': 12, 'count': 17}, {'cluster_no': 15, 'count': 20}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 8, 'count': 24}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 14, 'count': 25}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 58}]"
#6,10,5,10,0.0,14,51,0.6473795415535128,"[{'cluster_no': 5, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 15}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 12, 'count': 20}, {'cluster_no': 6, 'count': 24}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 7, 'count': 43}, {'cluster_no': -1, 'count': 51}]"
#6,10,5,11,0.0,12,45,0.6680821474753212,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 6, 'count': 24}, {'cluster_no': 9, 'count': 25}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 4, 'count': 43}, {'cluster_no': 7, 'count': 43}, {'cluster_no': -1, 'count': 45}]"
#6,10,5,12,0.0,10,67,0.6506923301725372,"[{'cluster_no': 4, 'count': 12}, {'cluster_no': 0, 'count': 19}, {'cluster_no': 8, 'count': 20}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 6, 'count': 43}, {'cluster_no': -1, 'count': 67}]"
#6,10,5,13,0.0,8,50,0.5382494496214882,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 4, 'count': 43}, {'cluster_no': -1, 'count': 50}, {'cluster_no': 0, 'count': 96}]"
#6,10,5,14,0.0,8,50,0.5382494496214882,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 4, 'count': 43}, {'cluster_no': -1, 'count': 50}, {'cluster_no': 0, 'count': 96}]"
#6,10,5,15,0.0,8,50,0.5382494496214882,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 4, 'count': 43}, {'cluster_no': -1, 'count': 50}, {'cluster_no': 0, 'count': 96}]"
#6,10,6,5,0.0,19,83,0.792214145226838,"[{'cluster_no': 16, 'count': 7}, {'cluster_no': 6, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 15, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 7, 'count': 24}, {'cluster_no': 12, 'count': 24}, {'cluster_no': -1, 'count': 83}]"
#6,10,6,6,0.0,19,83,0.792214145226838,"[{'cluster_no': 16, 'count': 7}, {'cluster_no': 6, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 15, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 7, 'count': 24}, {'cluster_no': 12, 'count': 24}, {'cluster_no': -1, 'count': 83}]"
#6,10,6,7,0.0,18,79,0.8001546220088873,"[{'cluster_no': 15, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 14, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 11, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 79}]"
#6,10,6,8,0.0,16,69,0.6758156761976397,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 11, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 14, 'count': 39}, {'cluster_no': -1, 'count': 69}]"
#6,10,6,9,0.0,16,69,0.6758156761976397,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 11, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 14, 'count': 39}, {'cluster_no': -1, 'count': 69}]"
#6,10,6,10,0.0,12,60,0.6732626659702099,"[{'cluster_no': 5, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 7, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 10, 'count': 39}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 60}]"
#6,10,6,11,0.0,11,70,0.6652417444542845,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 11}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 6, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 9, 'count': 39}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 70}]"
#6,10,6,12,0.0,8,58,0.5527486111264389,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 58}, {'cluster_no': 0, 'count': 92}]"
#6,10,6,13,0.0,8,58,0.5527486111264389,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 58}, {'cluster_no': 0, 'count': 92}]"
#6,10,6,14,0.0,8,58,0.5527486111264389,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 58}, {'cluster_no': 0, 'count': 92}]"
#6,10,6,15,0.0,8,58,0.5527486111264389,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 58}, {'cluster_no': 0, 'count': 92}]"
#6,10,7,5,0.0,17,77,0.7802121225326077,"[{'cluster_no': 12, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 15, 'count': 15}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 10, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 77}]"
#6,10,7,6,0.0,17,77,0.7802121225326077,"[{'cluster_no': 12, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 15, 'count': 15}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 10, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 77}]"
#6,10,7,7,0.0,17,77,0.7802121225326077,"[{'cluster_no': 12, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 15, 'count': 15}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 10, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 77}]"
#6,10,7,8,0.0,14,48,0.5381490132275456,"[{'cluster_no': 2, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 11, 'count': 24}, {'cluster_no': 4, 'count': 36}, {'cluster_no': -1, 'count': 48}, {'cluster_no': 1, 'count': 91}]"
#6,10,7,9,0.0,12,40,0.5318646214464723,"[{'cluster_no': 2, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 6, 'count': 24}, {'cluster_no': 9, 'count': 24}, {'cluster_no': 5, 'count': 36}, {'cluster_no': -1, 'count': 40}, {'cluster_no': 4, 'count': 41}, {'cluster_no': 1, 'count': 91}]"
#6,10,7,10,0.0,11,40,0.5035524954243976,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 7, 'count': 11}, {'cluster_no': 2, 'count': 19}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 8, 'count': 24}, {'cluster_no': 5, 'count': 27}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': -1, 'count': 40}, {'cluster_no': 1, 'count': 91}]"
#6,10,7,11,0.0,10,37,0.5768466856599228,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 2, 'count': 19}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 7, 'count': 24}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 5, 'count': 36}, {'cluster_no': -1, 'count': 37}, {'cluster_no': 4, 'count': 41}, {'cluster_no': 1, 'count': 91}]"
#6,10,7,12,0.0,8,59,0.5545224082658262,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 59}, {'cluster_no': 0, 'count': 91}]"
#6,10,7,13,0.0,8,59,0.5545224082658262,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 59}, {'cluster_no': 0, 'count': 91}]"
#6,10,7,14,0.0,8,59,0.5545224082658262,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 59}, {'cluster_no': 0, 'count': 91}]"
#6,10,7,15,0.0,8,59,0.5545224082658262,"[{'cluster_no': 1, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 3, 'count': 41}, {'cluster_no': -1, 'count': 59}, {'cluster_no': 0, 'count': 91}]"
#6,10,8,5,0.0,17,92,0.8129244217295446,"[{'cluster_no': 7, 'count': 8}, {'cluster_no': 8, 'count': 8}, {'cluster_no': 9, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 15, 'count': 13}, {'cluster_no': 14, 'count': 17}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 3, 'count': 23}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 5, 'count': 31}, {'cluster_no': -1, 'count': 92}]"
#6,10,8,6,0.0,17,92,0.8129244217295446,"[{'cluster_no': 7, 'count': 8}, {'cluster_no': 8, 'count': 8}, {'cluster_no': 9, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 15, 'count': 13}, {'cluster_no': 14, 'count': 17}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 3, 'count': 23}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 5, 'count': 31}, {'cluster_no': -1, 'count': 92}]"
